project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_type_id	analytes.analyte_volume	analytes.concentration	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_16s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-THCA	29963391-3926-4b7c-8066-185f0f2d5bfc	TCGA-ET-A4KQ	985c85bb-9eca-4377-bf04-3f9bf51e81df	TCGA-ET-A4KQ-10A	6e26b1f6-edd5-47cf-b657-0d59768ee950	TCGA-ET-A4KQ-10A-01	'--	'--	0a83e68b-14f7-41bc-a11f-92488d02efa9	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-ET-A4KQ-10A-01W	'--
TCGA-THCA	29963391-3926-4b7c-8066-185f0f2d5bfc	TCGA-ET-A4KQ	985c85bb-9eca-4377-bf04-3f9bf51e81df	TCGA-ET-A4KQ-10A	6e26b1f6-edd5-47cf-b657-0d59768ee950	TCGA-ET-A4KQ-10A-01	'--	'--	6c095d1a-fced-434b-94cd-e3b2363d2ca1	'--	DNA	'--	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-ET-A4KQ-10A-01D	'--
TCGA-THCA	29963391-3926-4b7c-8066-185f0f2d5bfc	TCGA-ET-A4KQ	f76f10f8-bce1-4bab-8b70-ffaa560d45dc	TCGA-ET-A4KQ-01A	4157fca7-eb5f-48b8-93ff-8c0cb6f8d640	TCGA-ET-A4KQ-01A-12	'--	'--	af8bde46-f68d-457d-bcdc-aa64b8dc6725	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-ET-A4KQ-01A-12D	'--
TCGA-THCA	29963391-3926-4b7c-8066-185f0f2d5bfc	TCGA-ET-A4KQ	f76f10f8-bce1-4bab-8b70-ffaa560d45dc	TCGA-ET-A4KQ-01A	4157fca7-eb5f-48b8-93ff-8c0cb6f8d640	TCGA-ET-A4KQ-01A-12	1.85	'--	db3d9de8-42be-40e6-9dc4-fbb9dbf5accc	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.47	8.7	UV Spec	released	TCGA-ET-A4KQ-01A-12R	'--
TCGA-THCA	29963391-3926-4b7c-8066-185f0f2d5bfc	TCGA-ET-A4KQ	f76f10f8-bce1-4bab-8b70-ffaa560d45dc	TCGA-ET-A4KQ-01A	4157fca7-eb5f-48b8-93ff-8c0cb6f8d640	TCGA-ET-A4KQ-01A-12	'--	'--	e239378e-a20f-4408-8cc7-214a11618457	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-ET-A4KQ-01A-12W	'--
TCGA-THCA	331cae6e-2868-4c58-9302-709a9ff7d025	TCGA-BJ-A0Z3	6bf032c1-b7d5-4b1c-bf41-c9bfeafa5e7a	TCGA-BJ-A0Z3-01A	6a2dd37c-4827-49dd-b27a-2ed391a98472	TCGA-BJ-A0Z3-01A-11	'--	'--	8b66cc83-0b20-46d7-a368-f99af2dfef99	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A0Z3-01A-11W	'--
TCGA-THCA	331cae6e-2868-4c58-9302-709a9ff7d025	TCGA-BJ-A0Z3	6bf032c1-b7d5-4b1c-bf41-c9bfeafa5e7a	TCGA-BJ-A0Z3-01A	6a2dd37c-4827-49dd-b27a-2ed391a98472	TCGA-BJ-A0Z3-01A-11	1.79	'--	c4bbe9b0-74ae-4f7c-9df3-3ba2643ab13d	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	7.3	UV Spec	released	TCGA-BJ-A0Z3-01A-11R	'--
TCGA-THCA	331cae6e-2868-4c58-9302-709a9ff7d025	TCGA-BJ-A0Z3	6bf032c1-b7d5-4b1c-bf41-c9bfeafa5e7a	TCGA-BJ-A0Z3-01A	6a2dd37c-4827-49dd-b27a-2ed391a98472	TCGA-BJ-A0Z3-01A-11	1.98	'--	d705ca53-eea8-4dbf-beaa-b9cd6047be99	'--	DNA	'--	'--	0.11	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-BJ-A0Z3-01A-11D	'--
TCGA-THCA	331cae6e-2868-4c58-9302-709a9ff7d025	TCGA-BJ-A0Z3	6bf032c1-b7d5-4b1c-bf41-c9bfeafa5e7a	TCGA-BJ-A0Z3-01A	eb01542b-2a13-4d7b-82a9-ce37b2d54ba3	TCGA-BJ-A0Z3-01A-31-A645-42	'--	'--	0601a0ed-1f92-4461-996e-682afdf0600e	'--	DNA	'--	'--	'--	'--	'--	'--	'--	'--	released	TCGA-BJ-A0Z3-01A-31-A645-42-X031-S03	'--
TCGA-THCA	331cae6e-2868-4c58-9302-709a9ff7d025	TCGA-BJ-A0Z3	ce23632d-ea12-422b-aa3a-78874e665e4d	TCGA-BJ-A0Z3-10A	c056d75a-dcea-4810-8c1e-dbb40317fcfc	TCGA-BJ-A0Z3-10A-01	1.95	'--	0159211d-e9d5-495a-bdbb-ca82cbeb0483	'--	DNA	'--	'--	0.11	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-BJ-A0Z3-10A-01D	'--
TCGA-THCA	331cae6e-2868-4c58-9302-709a9ff7d025	TCGA-BJ-A0Z3	ce23632d-ea12-422b-aa3a-78874e665e4d	TCGA-BJ-A0Z3-10A	c056d75a-dcea-4810-8c1e-dbb40317fcfc	TCGA-BJ-A0Z3-10A-01	'--	'--	137d19e8-8bb4-47e0-9c62-98ca5d6c9aec	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A0Z3-10A-01W	'--
TCGA-THCA	8beee000-ecab-4a49-9c9d-bb8e677ae199	TCGA-BJ-A0ZF	2a0fc5cd-c936-44e4-852a-8c2797cb8729	TCGA-BJ-A0ZF-10A	d3383591-f597-4957-a4cd-921396664084	TCGA-BJ-A0ZF-10A-01	1.93	'--	9c0169ea-c082-405c-a5fd-a8f8823c2c9c	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A0ZF-10A-01D	'--
TCGA-THCA	8beee000-ecab-4a49-9c9d-bb8e677ae199	TCGA-BJ-A0ZF	2a0fc5cd-c936-44e4-852a-8c2797cb8729	TCGA-BJ-A0ZF-10A	d3383591-f597-4957-a4cd-921396664084	TCGA-BJ-A0ZF-10A-01	'--	'--	c071da3d-9975-420a-8302-39273dc7e9c5	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A0ZF-10A-01W	'--
TCGA-THCA	8beee000-ecab-4a49-9c9d-bb8e677ae199	TCGA-BJ-A0ZF	83a66a9d-916a-44e8-a7e6-a1385db504db	TCGA-BJ-A0ZF-01A	427c6b0b-5d4e-492f-893f-1eaf030c212a	TCGA-BJ-A0ZF-01A-11	1.88	'--	0bba1560-e167-4e86-b8c4-8f5c71c96640	'--	RNA	'--	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.9	9.2	UV Spec	released	TCGA-BJ-A0ZF-01A-11R	'--
TCGA-THCA	8beee000-ecab-4a49-9c9d-bb8e677ae199	TCGA-BJ-A0ZF	83a66a9d-916a-44e8-a7e6-a1385db504db	TCGA-BJ-A0ZF-01A	427c6b0b-5d4e-492f-893f-1eaf030c212a	TCGA-BJ-A0ZF-01A-11	2.02	'--	30b244f0-41a2-4ac4-b96c-d72f0c8663a4	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-BJ-A0ZF-01A-11D	'--
TCGA-THCA	8beee000-ecab-4a49-9c9d-bb8e677ae199	TCGA-BJ-A0ZF	83a66a9d-916a-44e8-a7e6-a1385db504db	TCGA-BJ-A0ZF-01A	427c6b0b-5d4e-492f-893f-1eaf030c212a	TCGA-BJ-A0ZF-01A-11	'--	'--	8e4c9a6b-de41-4b4d-b7dd-5716418f92f4	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-BJ-A0ZF-01A-11W	'--
TCGA-THCA	ca95a11c-b54c-409e-b9a0-da850945033d	TCGA-DJ-A13P	74fe8c42-926c-43eb-81d0-cf4e56c9dc12	TCGA-DJ-A13P-10A	78252603-ef31-4383-b95b-e557a34e7b77	TCGA-DJ-A13P-10A-01	1.88	'--	1098bfe9-4e2b-4a9f-9cc4-20751e4e1353	'--	DNA	'--	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DJ-A13P-10A-01D	'--
TCGA-THCA	ca95a11c-b54c-409e-b9a0-da850945033d	TCGA-DJ-A13P	74fe8c42-926c-43eb-81d0-cf4e56c9dc12	TCGA-DJ-A13P-10A	78252603-ef31-4383-b95b-e557a34e7b77	TCGA-DJ-A13P-10A-01	'--	'--	768ec1ce-17a5-4fb3-8cd4-67b874eef4e3	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A13P-10A-01W	'--
TCGA-THCA	ca95a11c-b54c-409e-b9a0-da850945033d	TCGA-DJ-A13P	efad8b07-b295-468f-a836-f94029aec777	TCGA-DJ-A13P-01A	ee35bbc0-59f4-43e7-982e-99f78dd62e7c	TCGA-DJ-A13P-01A-11	'--	'--	232f592d-0a81-4110-8a33-afe2966dc034	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A13P-01A-11W	'--
TCGA-THCA	ca95a11c-b54c-409e-b9a0-da850945033d	TCGA-DJ-A13P	efad8b07-b295-468f-a836-f94029aec777	TCGA-DJ-A13P-01A	ee35bbc0-59f4-43e7-982e-99f78dd62e7c	TCGA-DJ-A13P-01A-11	1.95	'--	b726cfb1-87a1-465e-ac3d-e0d0de82959d	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-DJ-A13P-01A-11D	'--
TCGA-THCA	ca95a11c-b54c-409e-b9a0-da850945033d	TCGA-DJ-A13P	efad8b07-b295-468f-a836-f94029aec777	TCGA-DJ-A13P-01A	ee35bbc0-59f4-43e7-982e-99f78dd62e7c	TCGA-DJ-A13P-01A-11	1.86	'--	e923bf2e-a567-440e-9f0b-295b11a9bd38	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	8.6	UV Spec	released	TCGA-DJ-A13P-01A-11R	'--
TCGA-THCA	9aa61ab5-f675-43dd-8a99-077164b41f30	TCGA-J8-A3YG	5544f2f7-c840-48f2-8f4d-d2c32cd58b5c	TCGA-J8-A3YG-10A	e0682b28-d93b-4f71-845a-083fbc615553	TCGA-J8-A3YG-10A-01	'--	'--	8380303e-d208-4845-8206-3ee1d7efbbc1	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-J8-A3YG-10A-01W	'--
TCGA-THCA	9aa61ab5-f675-43dd-8a99-077164b41f30	TCGA-J8-A3YG	5544f2f7-c840-48f2-8f4d-d2c32cd58b5c	TCGA-J8-A3YG-10A	e0682b28-d93b-4f71-845a-083fbc615553	TCGA-J8-A3YG-10A-01	'--	'--	c992e234-682f-4046-9ba9-cac2069d1a5e	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-J8-A3YG-10A-01D	'--
TCGA-THCA	9aa61ab5-f675-43dd-8a99-077164b41f30	TCGA-J8-A3YG	f87ad974-9699-4545-b402-913508ba63a5	TCGA-J8-A3YG-01A	0ab37219-1259-4b28-a656-171b082559a1	TCGA-J8-A3YG-01A-11	'--	'--	16134945-b558-4526-985f-13582d01d69a	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-J8-A3YG-01A-11D	'--
TCGA-THCA	9aa61ab5-f675-43dd-8a99-077164b41f30	TCGA-J8-A3YG	f87ad974-9699-4545-b402-913508ba63a5	TCGA-J8-A3YG-01A	0ab37219-1259-4b28-a656-171b082559a1	TCGA-J8-A3YG-01A-11	'--	'--	291d0797-4d5c-4802-914c-c1ce19b84c38	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-J8-A3YG-01A-11W	'--
TCGA-THCA	9aa61ab5-f675-43dd-8a99-077164b41f30	TCGA-J8-A3YG	f87ad974-9699-4545-b402-913508ba63a5	TCGA-J8-A3YG-01A	0ab37219-1259-4b28-a656-171b082559a1	TCGA-J8-A3YG-01A-11	1.83	'--	3704d667-8f8a-4664-8e66-794767ff80fd	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.3	8.5	UV Spec	released	TCGA-J8-A3YG-01A-11R	'--
TCGA-THCA	a09d0be0-fd41-4b30-b488-9a9f2abef8e7	TCGA-EL-A3TB	0bb0685e-c618-44e0-9f1c-3b5acf19f58d	TCGA-EL-A3TB-11A	fb8578ee-6ab0-48c3-8d54-1cfbb3b3367e	TCGA-EL-A3TB-11A-11	'--	'--	3e093a7d-1fdc-4973-9fd7-6832b32def2a	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3TB-11A-11W	'--
TCGA-THCA	a09d0be0-fd41-4b30-b488-9a9f2abef8e7	TCGA-EL-A3TB	0bb0685e-c618-44e0-9f1c-3b5acf19f58d	TCGA-EL-A3TB-11A	fb8578ee-6ab0-48c3-8d54-1cfbb3b3367e	TCGA-EL-A3TB-11A-11	1.81	'--	4190aaf2-fafd-40a5-9a6f-33ff0108ef1d	'--	RNA	'--	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.3	8.1	UV Spec	released	TCGA-EL-A3TB-11A-11R	'--
TCGA-THCA	a09d0be0-fd41-4b30-b488-9a9f2abef8e7	TCGA-EL-A3TB	0bb0685e-c618-44e0-9f1c-3b5acf19f58d	TCGA-EL-A3TB-11A	fb8578ee-6ab0-48c3-8d54-1cfbb3b3367e	TCGA-EL-A3TB-11A-11	'--	'--	ccae8707-faf4-4efc-a612-4f37d2cf5789	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3TB-11A-11D	'--
TCGA-THCA	a09d0be0-fd41-4b30-b488-9a9f2abef8e7	TCGA-EL-A3TB	11671156-4bbf-4a3c-b074-7d6c27ee4fee	TCGA-EL-A3TB-01A	29740eda-044b-4570-8612-e270c27d106e	TCGA-EL-A3TB-01A-11	'--	'--	2144312c-138f-46c7-800e-4d959251550f	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EL-A3TB-01A-11D	'--
TCGA-THCA	a09d0be0-fd41-4b30-b488-9a9f2abef8e7	TCGA-EL-A3TB	11671156-4bbf-4a3c-b074-7d6c27ee4fee	TCGA-EL-A3TB-01A	29740eda-044b-4570-8612-e270c27d106e	TCGA-EL-A3TB-01A-11	1.84	'--	22e17432-9f83-4863-8777-1fd51f90373f	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.8	8.0	UV Spec	released	TCGA-EL-A3TB-01A-11R	'--
TCGA-THCA	a09d0be0-fd41-4b30-b488-9a9f2abef8e7	TCGA-EL-A3TB	11671156-4bbf-4a3c-b074-7d6c27ee4fee	TCGA-EL-A3TB-01A	29740eda-044b-4570-8612-e270c27d106e	TCGA-EL-A3TB-01A-11	'--	'--	801f34db-7611-4838-bdae-6efeca418665	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EL-A3TB-01A-11W	'--
TCGA-THCA	ab0a98ae-98f1-425e-9418-550df6ac24cd	TCGA-DJ-A3UZ	48c63845-4636-4ca5-9b5b-ab94500b2211	TCGA-DJ-A3UZ-10A	c93b2341-c5ea-419f-9a7f-7c1f46b77a22	TCGA-DJ-A3UZ-10A-01	'--	'--	1b49fa65-7ef8-4426-ac15-4d0f439061bb	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3UZ-10A-01W	'--
TCGA-THCA	ab0a98ae-98f1-425e-9418-550df6ac24cd	TCGA-DJ-A3UZ	48c63845-4636-4ca5-9b5b-ab94500b2211	TCGA-DJ-A3UZ-10A	c93b2341-c5ea-419f-9a7f-7c1f46b77a22	TCGA-DJ-A3UZ-10A-01	'--	'--	db157eb9-d23e-4a37-92d7-512a079ce1bd	'--	DNA	'--	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3UZ-10A-01D	'--
TCGA-THCA	ab0a98ae-98f1-425e-9418-550df6ac24cd	TCGA-DJ-A3UZ	5146bb48-50be-4d3c-815b-b05708ce3064	TCGA-DJ-A3UZ-01A	948516b8-40f7-487b-9c6a-3a371c11f2b8	TCGA-DJ-A3UZ-01A-11	'--	'--	14b50ed3-b611-4a5a-a63f-45ce79b65dc4	'--	DNA	'--	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3UZ-01A-11D	'--
TCGA-THCA	ab0a98ae-98f1-425e-9418-550df6ac24cd	TCGA-DJ-A3UZ	5146bb48-50be-4d3c-815b-b05708ce3064	TCGA-DJ-A3UZ-01A	948516b8-40f7-487b-9c6a-3a371c11f2b8	TCGA-DJ-A3UZ-01A-11	'--	'--	5b7d3a6a-57ae-48d5-aa9b-e9330ab6dfdc	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3UZ-01A-11W	'--
TCGA-THCA	ab0a98ae-98f1-425e-9418-550df6ac24cd	TCGA-DJ-A3UZ	5146bb48-50be-4d3c-815b-b05708ce3064	TCGA-DJ-A3UZ-01A	948516b8-40f7-487b-9c6a-3a371c11f2b8	TCGA-DJ-A3UZ-01A-11	1.86	'--	6e577d36-8327-4422-9166-b1bdb5d8a73d	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.3	8.0	UV Spec	released	TCGA-DJ-A3UZ-01A-11R	'--
TCGA-THCA	2dcdf9a1-9437-4515-88c1-1c17d6b6418c	TCGA-DJ-A3V9	a8b1d7aa-b856-4b9c-89f3-1a129add9a3d	TCGA-DJ-A3V9-01A	90a6cc2e-0fe7-401c-9014-9ad93bf527c5	TCGA-DJ-A3V9-01A-11	'--	'--	bb93480f-7e80-485f-a506-baf8e24e3703	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3V9-01A-11D	'--
TCGA-THCA	2dcdf9a1-9437-4515-88c1-1c17d6b6418c	TCGA-DJ-A3V9	a8b1d7aa-b856-4b9c-89f3-1a129add9a3d	TCGA-DJ-A3V9-01A	90a6cc2e-0fe7-401c-9014-9ad93bf527c5	TCGA-DJ-A3V9-01A-11	'--	'--	d2eabe6d-e588-4939-a537-5120149f2224	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3V9-01A-11W	'--
TCGA-THCA	2dcdf9a1-9437-4515-88c1-1c17d6b6418c	TCGA-DJ-A3V9	a8b1d7aa-b856-4b9c-89f3-1a129add9a3d	TCGA-DJ-A3V9-01A	90a6cc2e-0fe7-401c-9014-9ad93bf527c5	TCGA-DJ-A3V9-01A-11	1.83	'--	eb81d910-9d20-43f0-958a-2f2cddba1ff6	'--	RNA	'--	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.5	8.2	UV Spec	released	TCGA-DJ-A3V9-01A-11R	'--
TCGA-THCA	2dcdf9a1-9437-4515-88c1-1c17d6b6418c	TCGA-DJ-A3V9	dec55d34-acc0-433b-8765-5900cf1b62ff	TCGA-DJ-A3V9-10A	1faac295-9cba-4389-a0f9-72cb48efe6b2	TCGA-DJ-A3V9-10A-01	'--	'--	74951bf0-d700-48f2-9397-048b294c7f81	'--	DNA	'--	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3V9-10A-01D	'--
TCGA-THCA	2dcdf9a1-9437-4515-88c1-1c17d6b6418c	TCGA-DJ-A3V9	dec55d34-acc0-433b-8765-5900cf1b62ff	TCGA-DJ-A3V9-10A	1faac295-9cba-4389-a0f9-72cb48efe6b2	TCGA-DJ-A3V9-10A-01	'--	'--	90af2905-886a-45ee-9dc5-7f8c77e4a00e	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3V9-10A-01W	'--
TCGA-THCA	04ae6b65-8514-47fa-b573-ec1e067ff116	TCGA-EM-A2CO	0be02cc0-debc-4e19-8b3d-28601c1ea569	TCGA-EM-A2CO-10A	db65456b-4802-4f56-9a98-1c4eacd43e04	TCGA-EM-A2CO-10A-01	'--	'--	9e0a0dc5-9015-4955-9f1b-533182d1c6ea	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A2CO-10A-01W	'--
TCGA-THCA	04ae6b65-8514-47fa-b573-ec1e067ff116	TCGA-EM-A2CO	0be02cc0-debc-4e19-8b3d-28601c1ea569	TCGA-EM-A2CO-10A	db65456b-4802-4f56-9a98-1c4eacd43e04	TCGA-EM-A2CO-10A-01	'--	'--	b69b3365-72e0-4ced-85dc-74e3b6adb364	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A2CO-10A-01D	'--
TCGA-THCA	04ae6b65-8514-47fa-b573-ec1e067ff116	TCGA-EM-A2CO	8c3c215e-da32-4e42-96d3-a2c6d246a7ee	TCGA-EM-A2CO-01A	49d29183-024f-4540-bfaf-dd708a4c8b9c	TCGA-EM-A2CO-01A-11	'--	'--	3fa83ee0-3e6c-41be-9352-a924356fd962	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A2CO-01A-11W	'--
TCGA-THCA	04ae6b65-8514-47fa-b573-ec1e067ff116	TCGA-EM-A2CO	8c3c215e-da32-4e42-96d3-a2c6d246a7ee	TCGA-EM-A2CO-01A	49d29183-024f-4540-bfaf-dd708a4c8b9c	TCGA-EM-A2CO-01A-11	'--	'--	959e6472-bcab-450a-8dcf-cb6cac300f53	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A2CO-01A-11D	'--
TCGA-THCA	04ae6b65-8514-47fa-b573-ec1e067ff116	TCGA-EM-A2CO	8c3c215e-da32-4e42-96d3-a2c6d246a7ee	TCGA-EM-A2CO-01A	49d29183-024f-4540-bfaf-dd708a4c8b9c	TCGA-EM-A2CO-01A-11	1.86	'--	a087914a-3a86-414c-9a90-c22b6290b6d8	'--	RNA	'--	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.4	7.7	UV Spec	released	TCGA-EM-A2CO-01A-11R	'--
TCGA-THCA	02a8e937-c747-4ba1-911c-0860e62b8f83	TCGA-DJ-A3UY	1bcbd492-986e-41d1-bcff-0bfb7dd74ae9	TCGA-DJ-A3UY-01A	7582c3ca-e231-479a-b7f9-10025b77c69d	TCGA-DJ-A3UY-01A-21	'--	'--	0994ce90-07cc-4b56-a6b7-f66b0e3c6982	'--	DNA	'--	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3UY-01A-21D	'--
TCGA-THCA	02a8e937-c747-4ba1-911c-0860e62b8f83	TCGA-DJ-A3UY	1bcbd492-986e-41d1-bcff-0bfb7dd74ae9	TCGA-DJ-A3UY-01A	7582c3ca-e231-479a-b7f9-10025b77c69d	TCGA-DJ-A3UY-01A-21	1.81	'--	2749b716-0f18-4143-a2ad-de1d27ca4535	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.6	8.7	UV Spec	released	TCGA-DJ-A3UY-01A-21R	'--
TCGA-THCA	02a8e937-c747-4ba1-911c-0860e62b8f83	TCGA-DJ-A3UY	1bcbd492-986e-41d1-bcff-0bfb7dd74ae9	TCGA-DJ-A3UY-01A	7582c3ca-e231-479a-b7f9-10025b77c69d	TCGA-DJ-A3UY-01A-21	'--	'--	3ea05cea-ee3f-48d3-a472-3604e51bd51a	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3UY-01A-21W	'--
TCGA-THCA	02a8e937-c747-4ba1-911c-0860e62b8f83	TCGA-DJ-A3UY	a11f816c-2b7d-498f-8c34-3fc4bd2a02c6	TCGA-DJ-A3UY-10A	a24bd7c6-554e-4ae2-b08a-18ed39dd82e9	TCGA-DJ-A3UY-10A-01	'--	'--	81518903-587c-4f29-8ea8-1c318a949930	'--	DNA	'--	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DJ-A3UY-10A-01D	'--
TCGA-THCA	02a8e937-c747-4ba1-911c-0860e62b8f83	TCGA-DJ-A3UY	a11f816c-2b7d-498f-8c34-3fc4bd2a02c6	TCGA-DJ-A3UY-10A	a24bd7c6-554e-4ae2-b08a-18ed39dd82e9	TCGA-DJ-A3UY-10A-01	'--	'--	9b3ad81a-861e-4a27-931b-c469cefa51b7	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DJ-A3UY-10A-01W	'--
TCGA-THCA	95dcd0a2-2fcd-4952-9022-d8143ba61fac	TCGA-EM-A3SY	074115e2-98f2-4fa0-afae-595e1beb6093	TCGA-EM-A3SY-10A	a8a22267-04cb-4e0d-8dad-bdb9247fed95	TCGA-EM-A3SY-10A-01	'--	'--	8501e998-260b-434a-b68d-d92acfe304c1	'--	DNA	'--	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-EM-A3SY-10A-01D	'--
TCGA-THCA	95dcd0a2-2fcd-4952-9022-d8143ba61fac	TCGA-EM-A3SY	074115e2-98f2-4fa0-afae-595e1beb6093	TCGA-EM-A3SY-10A	a8a22267-04cb-4e0d-8dad-bdb9247fed95	TCGA-EM-A3SY-10A-01	'--	'--	bf87ffd4-bf19-40bf-8d4a-b45618fb1092	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-EM-A3SY-10A-01W	'--
TCGA-THCA	95dcd0a2-2fcd-4952-9022-d8143ba61fac	TCGA-EM-A3SY	2a19a202-c53e-44bf-a721-5dff12e33c7a	TCGA-EM-A3SY-01A	a4233f83-1456-4a52-a9bd-53dac8f8dbe3	TCGA-EM-A3SY-01A-11	1.37	'--	877a5a9c-7983-43b5-9c5c-6dfcbec84850	'--	RNA	'--	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.2	7.9	UV Spec	released	TCGA-EM-A3SY-01A-11R	'--
